EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,Salary,Bonus,EducationLevel,MaritalStatus,Attrition,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Overtime,TrainingHours,ManagerID,TeamSize,RemoteWork,TravelFrequency,HireDate
847,23,Male,Finance,Team Lead,156841,2021742,265116,5,Divorced,Yes,3,7,7,2,3,1,No,11,193,14,No,Occasionally,2017-08-04
848,51,Male,Finance,Senior Analyst,128376,604543,27909,3,Single,No,1,6,4,4,1,1,Yes,28,133,10,No,Occasionally,2018-10-24
849,36,Female,IT,Senior Analyst,166002,303285,35863,4,Single,No,2,5,5,4,4,1,Yes,22,143,14,Yes,Frequently,2019-07-02
850,49,Male,Operations,Analyst,134543,965979,203462,2,Single,Yes,5,9,5,4,1,2,Yes,38,110,8,Yes,Occasionally,2015-09-14
851,56,Female,R&D,Senior Analyst,51739,1555802,233169,5,Single,No,3,10,9,3,4,2,Yes,28,107,12,No,Occasionally,2014-09-04
852,29,Female,R&D,Executive,32642,379971,55556,5,Divorced,No,4,7,7,4,3,1,No,53,197,10,No,Occasionally,2017-07-13
853,47,Male,Finance,Senior Analyst,175534,1146462,199591,4,Divorced,No,3,13,10,4,1,2,No,43,161,9,No,Rarely,2011-02-12
854,59,Male,IT,Team Lead,167979,698825,182225,1,Married,Yes,3,6,3,1,2,1,No,29,106,8,No,Rarely,2018-04-14
855,24,Female,Finance,Executive,38163,2016473,22419,2,Single,No,2,15,13,2,3,3,Yes,15,166,9,Yes,Occasionally,2009-02-27
856,44,Female,HR,Manager,27413,1882369,251753,4,Married,Yes,2,13,11,4,1,2,No,62,108,5,Yes,Frequently,2011-02-27
857,46,Male,Sales,Coordinator,104731,1151563,277906,4,Married,Yes,2,2,0,1,1,1,Yes,78,162,6,No,Frequently,2022-01-29
858,40,Male,Operations,Senior Analyst,88230,2036916,67194,5,Single,No,3,1,1,2,4,3,Yes,14,182,8,No,Rarely,2023-10-23
859,58,Female,Sales,Analyst,147984,838065,38346,5,Single,Yes,2,17,16,2,3,3,No,58,105,13,No,Frequently,2007-08-13
860,50,Female,IT,Executive,123682,2007229,119496,1,Married,No,4,12,11,3,4,2,No,78,197,14,Yes,Occasionally,2012-05-30
861,58,Female,Finance,Analyst,39779,1792832,225902,5,Married,Yes,2,12,9,3,3,3,Yes,23,195,13,Yes,Frequently,2012-06-10
862,54,Female,Marketing,Manager,137167,367359,203460,4,Married,Yes,2,19,19,4,2,3,Yes,12,156,12,Yes,Occasionally,2005-04-03
863,30,Female,Operations,Manager,129823,2260022,130466,5,Single,No,1,18,17,4,2,4,No,75,178,7,No,Rarely,2006-10-12
864,46,Female,IT,Team Lead,163562,1062557,24502,2,Divorced,No,5,2,1,3,1,2,No,50,121,13,No,Frequently,2022-05-05
865,29,Female,Sales,Coordinator,165070,1711746,181549,4,Single,No,4,4,0,4,1,1,Yes,44,133,14,No,Occasionally,2020-06-19
866,54,Male,Operations,Engineer,127062,2239309,124277,1,Single,Yes,1,3,0,4,4,1,Yes,13,132,14,No,Occasionally,2021-07-16
867,50,Male,R&D,Engineer,89340,1960100,11017,1,Married,No,1,3,1,1,2,3,Yes,17,164,6,No,Occasionally,2021-01-30
868,29,Female,Operations,Senior Analyst,157040,1995625,254640,4,Married,Yes,4,5,5,2,3,2,No,15,161,8,No,Rarely,2019-11-23
869,47,Female,Marketing,Analyst,173279,1450311,22912,4,Married,No,2,16,13,2,3,4,No,34,111,10,No,Rarely,2008-01-17
870,34,Male,Marketing,Team Lead,122459,1581258,229171,5,Married,Yes,5,17,13,1,4,3,Yes,79,155,3,Yes,Occasionally,2007-05-15
871,33,Male,IT,Engineer,46498,2368710,27197,2,Divorced,Yes,3,13,12,2,2,2,Yes,77,197,9,No,Frequently,2011-11-24
872,46,Male,HR,Analyst,142399,345712,125342,4,Married,Yes,5,16,12,3,3,4,No,32,159,13,Yes,Rarely,2008-11-20
873,52,Female,Finance,Analyst,173199,835827,177833,4,Single,Yes,2,5,2,3,1,3,No,77,122,10,No,Frequently,2019-04-16
874,35,Male,Marketing,Executive,83008,1825068,141932,3,Single,Yes,5,4,0,1,1,1,Yes,58,104,14,Yes,Frequently,2020-01-03
875,46,Female,Marketing,Team Lead,141082,2264078,85990,2,Divorced,No,1,9,7,1,3,1,Yes,66,138,7,Yes,Rarely,2015-10-03
876,43,Male,Finance,Analyst,57125,1578343,166490,4,Divorced,No,4,2,2,2,1,3,Yes,46,175,13,Yes,Rarely,2022-07-23
877,29,Male,Operations,Team Lead,96017,1963229,85468,5,Single,Yes,1,4,3,3,2,2,No,24,115,3,Yes,Rarely,2020-10-28
878,40,Male,Sales,Executive,43807,963431,53413,4,Married,Yes,4,4,0,3,4,4,No,35,143,14,No,Frequently,2020-06-04
879,38,Female,Marketing,Engineer,47606,2276230,248495,4,Single,No,3,8,5,3,3,1,No,22,178,8,Yes,Occasionally,2016-05-06
880,56,Male,Marketing,Executive,51853,1872088,181565,4,Divorced,Yes,4,8,4,4,4,4,Yes,20,107,11,No,Occasionally,2016-08-05
881,31,Female,Marketing,Executive,139296,1751508,295493,4,Married,Yes,3,9,7,1,1,2,Yes,24,104,9,Yes,Frequently,2015-02-16
882,50,Male,R&D,Analyst,32213,2226663,261498,2,Divorced,Yes,1,11,8,2,3,2,Yes,55,177,9,Yes,Occasionally,2013-06-14
883,55,Female,R&D,Executive,40690,1612629,12062,2,Single,No,5,15,13,1,4,2,Yes,58,143,4,Yes,Rarely,2009-06-02
884,28,Female,Marketing,Coordinator,91425,928758,159277,2,Divorced,Yes,5,2,2,1,1,1,Yes,65,102,13,No,Rarely,2022-07-28
885,41,Male,Operations,Manager,130584,1934461,257808,3,Married,Yes,4,14,12,2,3,1,No,14,198,6,Yes,Occasionally,2010-08-05
886,48,Female,Finance,Executive,76514,1629328,188297,3,Married,No,2,2,0,1,2,1,Yes,74,161,4,Yes,Rarely,2022-03-22
887,58,Female,HR,Coordinator,127951,605745,207028,2,Married,Yes,2,16,14,4,1,1,Yes,68,182,8,No,Rarely,2008-10-07
888,29,Male,Finance,Senior Analyst,73367,1623921,275375,2,Married,Yes,3,4,2,3,4,4,Yes,43,148,3,Yes,Occasionally,2020-12-04
889,31,Male,Marketing,Manager,37336,1163907,82212,3,Married,Yes,5,8,5,4,3,4,No,28,154,11,No,Frequently,2016-08-16
890,38,Female,Marketing,Coordinator,52228,314429,84294,5,Married,No,3,13,13,3,3,4,Yes,75,123,13,Yes,Rarely,2011-08-31
891,33,Male,R&D,Executive,82378,337310,101827,5,Single,No,5,11,8,2,3,2,Yes,61,112,9,Yes,Occasionally,2013-07-29
892,58,Female,R&D,Coordinator,135502,667968,222603,4,Married,No,2,1,0,2,2,1,No,75,174,4,Yes,Frequently,2023-12-23
893,36,Male,Sales,Manager,175840,2100266,157217,4,Married,Yes,2,13,10,1,1,4,No,79,128,4,Yes,Rarely,2011-06-13
894,34,Female,Operations,Engineer,179404,1495412,158635,4,Married,Yes,5,4,1,4,4,2,No,23,170,8,Yes,Frequently,2020-10-31
895,34,Male,Operations,Coordinator,162444,1081608,85501,5,Married,No,1,12,10,1,3,1,Yes,74,160,12,Yes,Frequently,2012-10-28
896,40,Female,Finance,Engineer,41709,1867043,100025,4,Divorced,No,5,13,13,1,1,4,Yes,61,136,14,Yes,Frequently,2011-10-15
897,30,Female,IT,Executive,77960,734368,117265,2,Married,Yes,5,13,12,4,1,3,Yes,15,196,3,No,Frequently,2011-03-25
898,58,Male,HR,Senior Analyst,119547,1433009,73704,1,Single,Yes,1,7,5,1,2,3,No,21,154,6,Yes,Occasionally,2017-07-20
899,47,Female,IT,Team Lead,113720,1513013,188929,1,Divorced,Yes,5,15,11,3,2,2,Yes,8,135,8,No,Occasionally,2009-07-07
900,58,Female,HR,Coordinator,127390,1707576,22995,1,Divorced,Yes,4,7,7,1,3,2,Yes,18,155,6,Yes,Occasionally,2017-08-11
901,42,Male,Finance,Analyst,95799,2052813,230739,4,Divorced,No,2,3,0,3,2,1,Yes,12,187,5,No,Rarely,2021-08-19
902,54,Male,IT,Executive,32233,1611822,66133,3,Married,No,2,1,0,2,4,4,Yes,78,181,8,No,Occasionally,2023-03-04
903,48,Female,Sales,Coordinator,133684,1675520,94937,4,Divorced,Yes,1,6,2,3,1,1,Yes,31,177,10,No,Rarely,2018-03-14
904,51,Female,IT,Engineer,50570,1650093,193691,2,Married,No,3,17,14,4,2,2,No,47,116,10,Yes,Rarely,2007-03-02
905,42,Male,Sales,Engineer,106976,848694,264019,4,Divorced,No,3,3,1,1,2,2,No,61,197,12,No,Rarely,2021-10-25
906,27,Female,IT,Manager,39691,500919,10794,1,Single,Yes,2,10,8,4,3,3,No,62,136,8,Yes,Occasionally,2014-04-27
907,27,Male,Finance,Senior Analyst,148313,2236983,236668,1,Divorced,No,3,19,18,2,1,4,Yes,76,150,10,Yes,Occasionally,2005-10-18
908,59,Female,IT,Team Lead,79213,1099458,238697,5,Married,No,5,4,4,4,1,4,Yes,64,145,6,Yes,Rarely,2020-01-24
909,59,Female,R&D,Executive,56498,1187977,35825,2,Divorced,Yes,4,8,6,2,4,1,Yes,40,151,3,Yes,Frequently,2016-09-04
910,39,Female,Finance,Executive,160481,764535,26751,4,Married,Yes,2,7,3,2,2,1,Yes,14,159,4,Yes,Frequently,2017-07-22
911,36,Male,Finance,Executive,51370,2098954,258245,2,Married,Yes,1,14,12,4,3,4,Yes,60,162,13,Yes,Frequently,2010-10-17
912,49,Female,Sales,Team Lead,95793,739717,188206,2,Divorced,No,4,5,5,4,4,2,No,54,170,4,No,Occasionally,2019-07-19
913,45,Female,IT,Manager,132009,781127,238634,5,Single,Yes,1,2,1,4,1,1,No,75,137,12,No,Frequently,2022-05-11
914,32,Female,Marketing,Engineer,132584,378113,35282,3,Single,Yes,2,15,14,4,1,1,Yes,24,160,9,Yes,Frequently,2009-01-11
915,33,Female,R&D,Manager,110395,2169085,197472,3,Divorced,Yes,5,16,13,4,2,3,No,73,174,10,Yes,Rarely,2008-06-25
916,37,Female,HR,Executive,135284,1465975,180645,1,Divorced,Yes,1,7,7,4,2,4,Yes,79,150,5,No,Frequently,2017-10-12
917,50,Male,Sales,Manager,161016,932731,117674,1,Married,Yes,1,9,7,4,4,2,No,14,158,12,No,Rarely,2015-01-08
918,33,Female,Finance,Team Lead,179030,1781257,277919,5,Single,No,1,6,5,4,2,1,Yes,36,125,5,No,Occasionally,2018-05-23
919,23,Female,Operations,Analyst,105720,2213207,156390,2,Divorced,No,1,19,16,2,3,3,No,13,121,4,Yes,Occasionally,2005-07-25
920,22,Female,Finance,Manager,86779,993812,144338,1,Divorced,No,4,6,3,1,1,2,No,44,144,6,No,Frequently,2018-06-21
921,43,Female,Sales,Analyst,74297,592552,139909,3,Married,No,1,11,9,4,2,2,No,52,106,7,Yes,Frequently,2013-12-13
922,22,Female,R&D,Coordinator,25370,1724932,262630,5,Married,No,2,4,2,1,2,4,Yes,41,180,12,No,Rarely,2020-11-02
923,54,Male,Sales,Analyst,70853,2315470,163347,3,Divorced,Yes,2,12,9,2,3,4,No,78,123,10,Yes,Occasionally,2012-04-15
924,58,Female,Sales,Analyst,125300,1450127,281120,1,Divorced,Yes,2,16,15,2,3,2,Yes,77,127,5,Yes,Rarely,2008-10-10
925,31,Female,HR,Coordinator,40401,2278964,215432,3,Divorced,No,3,13,10,3,4,1,Yes,19,198,11,Yes,Frequently,2011-07-01
926,43,Male,HR,Manager,60135,2162870,136262,2,Single,Yes,3,15,12,3,2,3,No,29,190,11,No,Occasionally,2009-01-25
927,55,Male,HR,Analyst,28262,1853416,255792,2,Divorced,Yes,4,14,14,2,4,4,No,55,159,8,Yes,Rarely,2010-02-18
928,52,Female,Finance,Executive,126437,2375996,60148,3,Single,No,2,15,14,2,3,4,No,40,147,7,Yes,Occasionally,2009-10-27
929,37,Female,R&D,Senior Analyst,70771,917423,66354,1,Divorced,Yes,2,16,15,1,2,4,Yes,33,181,12,No,Rarely,2008-02-15
930,39,Female,Sales,Team Lead,179368,2253574,26382,3,Single,Yes,1,10,7,3,1,3,No,64,160,6,Yes,Frequently,2014-05-06
931,44,Male,Finance,Manager,37397,886470,159413,1,Married,Yes,1,10,7,3,3,3,Yes,69,176,3,No,Frequently,2014-07-10
932,37,Female,Marketing,Engineer,148662,2118352,98843,1,Divorced,No,5,15,11,1,1,4,No,21,197,13,No,Occasionally,2009-11-18
933,53,Female,Operations,Senior Analyst,80612,1646879,39710,5,Single,No,1,10,10,2,1,4,No,77,109,10,Yes,Rarely,2014-05-22
934,26,Male,Operations,Senior Analyst,162925,1651197,294366,3,Married,No,4,7,7,3,2,2,No,79,119,11,No,Frequently,2017-12-26
935,58,Male,R&D,Team Lead,139560,1220707,37941,5,Married,No,2,18,17,2,1,4,No,29,102,11,No,Occasionally,2006-12-30
936,31,Female,R&D,Engineer,25801,2126629,298113,1,Single,Yes,4,8,7,4,3,1,No,36,115,14,No,Frequently,2016-11-22
937,29,Female,R&D,Coordinator,136023,2040081,87948,4,Divorced,No,4,19,15,3,3,1,Yes,48,107,12,Yes,Frequently,2005-05-24
938,26,Male,Operations,Coordinator,175641,2132942,54437,3,Divorced,No,1,6,4,3,1,3,No,15,142,6,No,Frequently,2018-01-27
939,31,Male,IT,Engineer,34569,2222201,206749,3,Married,No,4,2,2,2,1,4,No,35,141,9,Yes,Occasionally,2022-03-25
940,27,Male,IT,Engineer,106741,1142329,145006,1,Married,Yes,3,16,16,1,2,2,Yes,23,150,3,No,Rarely,2008-05-06
941,50,Female,Operations,Coordinator,149746,844719,187805,1,Divorced,Yes,1,14,14,3,2,1,No,79,170,12,No,Rarely,2010-10-14
942,52,Male,IT,Senior Analyst,88001,874120,83990,3,Single,No,4,1,0,1,1,2,Yes,70,165,11,No,Rarely,2023-12-30
943,56,Male,Operations,Senior Analyst,99408,2088702,26708,5,Married,Yes,2,7,6,2,2,2,Yes,76,158,11,Yes,Rarely,2017-03-13
944,23,Female,Operations,Engineer,169613,1499029,22948,5,Divorced,No,4,4,4,4,2,2,No,69,173,9,Yes,Rarely,2020-05-21
945,56,Female,Finance,Engineer,127781,307086,67853,2,Divorced,Yes,5,16,13,4,3,2,No,49,116,5,No,Rarely,2008-11-04
946,32,Male,R&D,Engineer,73380,1887138,260115,5,Single,Yes,1,18,17,3,1,1,No,53,153,12,No,Frequently,2006-11-28
947,39,Female,Marketing,Executive,116549,917752,106748,5,Married,Yes,3,12,10,4,4,1,No,76,191,10,No,Frequently,2012-05-08
948,24,Male,Sales,Team Lead,75411,970608,71309,3,Married,Yes,3,17,15,2,3,4,Yes,13,161,7,Yes,Occasionally,2007-05-31
949,58,Male,Sales,Manager,38450,1358067,117026,4,Single,No,3,8,4,1,1,1,Yes,51,174,6,Yes,Occasionally,2016-07-07
950,25,Male,Finance,Senior Analyst,53314,787335,196701,1,Divorced,Yes,1,12,9,3,1,2,Yes,52,190,7,Yes,Occasionally,2012-08-23
951,32,Male,R&D,Team Lead,53876,2023907,229192,2,Single,Yes,2,16,12,3,2,1,No,52,125,8,No,Rarely,2008-04-26
952,34,Female,Operations,Team Lead,159418,1837746,56176,2,Single,No,5,10,6,2,4,4,No,62,127,7,No,Rarely,2014-08-12
953,31,Male,Operations,Coordinator,98273,1198760,148348,2,Married,No,1,18,15,4,2,2,Yes,19,195,3,Yes,Frequently,2006-11-25
954,45,Male,R&D,Engineer,147013,966252,209658,1,Divorced,No,5,3,2,1,4,1,Yes,47,107,6,Yes,Occasionally,2021-04-30
955,33,Male,R&D,Executive,152571,2232303,130381,2,Divorced,No,1,17,15,2,1,1,No,53,162,13,Yes,Frequently,2007-10-12
956,54,Female,Operations,Team Lead,174277,2277675,87566,2,Married,No,2,3,2,4,3,4,Yes,27,177,3,Yes,Rarely,2021-06-29
957,36,Male,Sales,Analyst,112310,2168521,8749,3,Single,Yes,3,7,7,4,1,3,Yes,48,174,11,No,Occasionally,2017-03-01
958,23,Female,Marketing,Team Lead,132157,2338803,229408,3,Single,Yes,5,1,1,1,1,3,Yes,50,172,4,No,Occasionally,2023-04-10
959,46,Male,IT,Analyst,124847,922863,267439,1,Single,No,2,15,11,2,1,1,Yes,65,114,3,No,Rarely,2009-12-03
960,59,Male,R&D,Senior Analyst,135901,1134030,191848,2,Divorced,No,5,17,16,4,1,4,Yes,71,109,3,Yes,Rarely,2007-12-06
961,22,Female,R&D,Analyst,172000,1369850,129994,5,Single,No,3,13,13,4,2,2,No,9,170,5,No,Frequently,2011-05-19
962,56,Male,Sales,Manager,76310,1335108,143435,1,Single,Yes,2,5,2,2,4,3,Yes,41,102,11,No,Frequently,2019-06-03
963,47,Female,IT,Team Lead,114110,1834230,264954,5,Single,Yes,2,11,7,4,4,4,No,20,108,14,Yes,Frequently,2013-01-06
964,38,Female,Sales,Senior Analyst,159693,1962656,175505,1,Divorced,Yes,5,1,0,3,3,2,Yes,13,112,10,Yes,Frequently,2023-01-04
965,36,Female,Operations,Manager,153938,1495307,296557,5,Single,No,4,7,4,1,1,1,Yes,37,123,6,Yes,Rarely,2017-12-26
966,31,Female,Operations,Team Lead,26379,1981405,219499,3,Married,No,4,1,0,1,3,2,No,16,161,4,Yes,Frequently,2023-03-30
967,58,Female,R&D,Manager,154560,1485560,152586,5,Divorced,No,3,8,8,3,3,2,No,54,161,11,No,Occasionally,2016-09-06
968,53,Female,Sales,Executive,95320,1871853,94488,1,Divorced,Yes,3,17,15,4,3,3,Yes,76,168,7,Yes,Occasionally,2007-05-22
969,56,Male,Marketing,Coordinator,163518,1730024,216669,5,Married,Yes,4,11,10,2,2,2,Yes,20,132,4,Yes,Occasionally,2013-02-18
970,22,Female,Sales,Senior Analyst,171776,1742987,250319,3,Single,No,4,6,2,4,1,4,Yes,28,154,5,Yes,Frequently,2018-04-24
971,55,Female,Finance,Coordinator,27402,1411766,246256,1,Divorced,Yes,2,12,9,4,4,4,Yes,27,167,7,Yes,Rarely,2012-09-20
972,50,Male,Sales,Analyst,59112,1435166,117472,5,Single,Yes,1,10,10,1,1,3,No,68,131,6,No,Frequently,2014-09-05
973,34,Male,Sales,Analyst,69225,1518284,272983,2,Married,No,2,5,3,2,2,3,Yes,63,185,12,Yes,Occasionally,2019-01-11
974,48,Female,Marketing,Team Lead,50651,922207,186944,5,Married,Yes,4,11,11,3,4,3,Yes,48,109,7,Yes,Occasionally,2013-03-03
975,59,Male,Operations,Executive,143341,1916999,37067,4,Single,No,1,2,0,1,3,3,Yes,48,173,8,No,Frequently,2022-11-05
976,52,Male,IT,Engineer,116270,463944,69103,3,Divorced,Yes,5,5,1,4,2,1,Yes,43,127,7,Yes,Frequently,2019-02-04
977,36,Male,Finance,Team Lead,47228,2018664,241382,3,Married,Yes,4,17,16,1,1,4,Yes,27,162,10,No,Rarely,2007-04-21
978,43,Male,Sales,Team Lead,55615,2026681,263389,4,Married,No,2,8,8,1,2,1,No,20,121,3,Yes,Frequently,2016-03-12
979,39,Male,Finance,Team Lead,83182,2268881,228953,1,Married,Yes,1,2,1,1,1,2,Yes,61,108,9,No,Occasionally,2022-09-04
980,34,Female,Finance,Senior Analyst,111713,2292834,24544,1,Married,Yes,5,11,7,4,1,1,No,68,194,6,Yes,Frequently,2013-02-28
981,53,Male,Operations,Senior Analyst,151839,1627877,176637,1,Married,No,1,18,14,1,3,3,No,36,151,5,Yes,Rarely,2006-12-10
982,49,Male,Finance,Manager,128134,1392564,147937,2,Divorced,No,1,19,17,2,4,2,Yes,19,105,6,Yes,Rarely,2005-01-16
983,58,Male,Sales,Executive,37755,2004801,142245,4,Single,Yes,3,11,10,4,1,1,Yes,55,172,13,Yes,Frequently,2013-08-15
984,35,Female,IT,Manager,136451,2309386,221970,5,Divorced,Yes,1,14,10,1,3,3,Yes,28,125,14,Yes,Frequently,2010-09-25
985,39,Male,R&D,Executive,103315,1641795,9795,2,Married,No,2,6,3,2,3,2,No,65,192,6,Yes,Frequently,2018-11-10
986,46,Male,Sales,Senior Analyst,36009,478168,150616,4,Single,No,1,10,10,4,1,2,No,74,125,10,Yes,Occasionally,2014-10-01
987,48,Male,Marketing,Analyst,93184,514709,87228,1,Single,Yes,1,17,15,1,1,2,No,72,140,7,Yes,Occasionally,2007-08-07
988,36,Male,IT,Team Lead,67503,2192901,177265,2,Divorced,No,2,1,0,2,2,3,Yes,60,146,12,Yes,Occasionally,2023-08-03
989,31,Male,Finance,Manager,178189,1607981,190128,4,Single,Yes,5,13,13,1,4,1,No,34,104,9,No,Rarely,2011-04-18
990,40,Male,Finance,Analyst,70798,1425847,292321,5,Married,No,4,13,13,3,2,4,No,27,147,10,No,Rarely,2011-01-29
991,59,Female,Marketing,Executive,107600,1706819,99290,4,Single,No,3,14,14,4,1,1,No,17,110,14,Yes,Rarely,2010-10-20
992,47,Male,R&D,Coordinator,44797,1585979,32535,2,Divorced,Yes,3,7,3,2,2,3,Yes,77,103,3,Yes,Occasionally,2017-03-24
993,39,Male,Finance,Engineer,166519,346940,209019,3,Divorced,No,2,6,5,4,2,4,No,77,158,14,Yes,Rarely,2018-11-28
994,35,Male,Operations,Senior Analyst,104064,2254702,50893,4,Married,No,5,17,14,3,1,2,Yes,28,126,7,No,Frequently,2007-04-03
995,51,Male,Operations,Analyst,147970,2301854,261401,5,Married,Yes,5,14,14,2,4,2,No,8,128,11,Yes,Rarely,2010-03-30
996,43,Female,Marketing,Team Lead,45874,1804329,204986,4,Single,No,3,19,19,1,3,1,Yes,40,155,12,No,Rarely,2005-01-28
997,42,Male,HR,Executive,119348,2159722,135797,1,Married,No,3,4,0,4,2,2,Yes,60,130,8,No,Frequently,2020-10-21
998,48,Female,Marketing,Senior Analyst,50457,2377645,62894,1,Married,No,4,15,14,4,3,4,No,73,157,6,Yes,Occasionally,2009-08-25
999,28,Male,R&D,Team Lead,77137,2397711,37361,4,Married,No,2,18,18,3,3,2,Yes,34,120,14,Yes,Frequently,2006-12-20
1000,22,Female,IT,Executive,25037,603564,97243,3,Married,Yes,2,7,7,4,3,2,No,45,129,11,Yes,Rarely,2017-10-08
1001,29,Male,Marketing,Engineer,25432,1085838,69687,4,Divorced,Yes,4,3,3,4,3,1,Yes,16,168,10,No,Frequently,2021-11-19
1002,46,Female,Sales,Executive,90792,1524322,176443,4,Single,Yes,1,14,12,1,3,4,No,33,149,4,No,Frequently,2010-08-17
1003,38,Female,Operations,Executive,104803,1549699,22076,5,Divorced,Yes,2,11,11,2,3,2,No,53,175,14,No,Rarely,2013-03-05
1004,24,Female,HR,Analyst,169938,1279907,213968,1,Married,Yes,4,2,1,4,3,2,Yes,41,145,12,No,Occasionally,2022-08-19
1005,54,Male,R&D,Analyst,178738,1496278,117907,2,Divorced,Yes,4,5,1,2,4,3,Yes,68,179,4,Yes,Rarely,2019-01-21
1006,45,Male,Sales,Analyst,36351,2250408,120533,4,Single,No,4,19,16,1,1,3,Yes,21,188,14,No,Frequently,2005-06-22
1007,51,Male,Operations,Engineer,35778,2268188,36382,5,Divorced,Yes,4,5,3,4,1,1,Yes,16,145,11,No,Occasionally,2019-02-07
1008,56,Male,Sales,Executive,110820,1935407,289754,3,Divorced,Yes,5,7,4,1,2,4,No,35,174,6,No,Frequently,2017-06-18
1009,38,Female,Operations,Team Lead,37780,1397034,263653,2,Married,Yes,2,16,12,2,4,4,No,47,126,7,No,Occasionally,2008-12-30
1010,56,Male,Finance,Manager,103467,563503,119119,1,Divorced,No,4,6,2,3,2,3,Yes,30,199,5,Yes,Rarely,2018-06-06
1011,47,Male,HR,Engineer,126013,1860121,292926,5,Divorced,Yes,2,3,0,1,4,2,Yes,69,143,6,Yes,Frequently,2021-06-22
1012,58,Female,Operations,Analyst,149225,1306247,165029,3,Married,No,5,9,5,2,4,2,Yes,65,108,13,Yes,Occasionally,2015-06-22
1013,37,Female,HR,Senior Analyst,150291,1184807,38314,3,Married,No,2,4,3,2,1,4,No,61,180,9,No,Rarely,2020-11-16
1014,51,Female,Sales,Manager,87451,345708,279826,5,Married,Yes,4,17,17,1,4,3,No,58,185,4,Yes,Rarely,2007-09-12
1015,32,Female,Finance,Manager,78024,1751469,175183,3,Married,No,2,18,16,1,3,1,No,37,106,14,No,Occasionally,2006-05-20
1016,37,Female,Operations,Analyst,123066,2350181,271978,1,Divorced,Yes,2,9,9,1,2,3,No,77,149,3,No,Rarely,2015-02-11
1017,44,Female,IT,Engineer,154789,1718180,74723,5,Divorced,Yes,5,8,6,2,4,3,No,40,102,12,Yes,Occasionally,2016-04-24
1018,47,Male,HR,Senior Analyst,31083,2016534,92416,1,Single,No,2,3,0,4,1,2,Yes,25,151,4,No,Rarely,2021-02-22
1019,24,Male,Sales,Senior Analyst,170707,1382121,185151,3,Married,Yes,1,9,5,2,4,4,No,72,127,7,Yes,Occasionally,2015-10-15
1020,25,Male,R&D,Team Lead,171192,564130,240201,1,Married,No,4,1,0,2,4,1,No,60,122,4,Yes,Frequently,2023-02-12
1021,56,Male,Operations,Executive,140188,384153,192990,2,Single,No,3,19,17,3,2,2,Yes,5,102,5,No,Frequently,2005-10-05
1022,40,Male,Operations,Coordinator,74752,1608064,78947,2,Single,No,5,15,11,2,2,1,No,8,113,4,No,Occasionally,2009-06-24
1023,43,Male,Sales,Analyst,29482,994934,269482,4,Married,No,5,19,15,3,1,3,No,30,140,12,Yes,Rarely,2005-02-06
1024,59,Female,Finance,Analyst,29695,1032426,14318,2,Married,No,5,17,14,3,4,1,No,71,164,6,No,Occasionally,2007-01-09
1025,43,Female,Marketing,Coordinator,150261,667482,40077,5,Divorced,Yes,3,1,0,2,4,4,Yes,20,196,8,No,Frequently,2023-09-19
1026,33,Female,Operations,Team Lead,160222,981376,143008,1,Married,No,3,3,0,2,2,2,Yes,73,169,11,Yes,Rarely,2021-03-31
1027,54,Female,IT,Engineer,179316,1804819,245385,4,Married,Yes,4,4,3,3,3,2,Yes,45,194,5,No,Rarely,2020-11-20
1028,55,Female,Sales,Team Lead,85848,352635,20946,2,Divorced,Yes,5,2,0,3,4,3,Yes,17,196,4,No,Occasionally,2022-04-11
1029,26,Male,IT,Senior Analyst,48671,1777310,96748,1,Single,Yes,3,19,15,1,1,2,Yes,27,129,14,Yes,Occasionally,2005-06-03
1030,53,Male,IT,Analyst,154335,601364,279302,3,Divorced,No,1,2,2,2,3,1,Yes,73,191,10,No,Frequently,2022-12-06
1031,25,Female,Operations,Analyst,58697,681856,95428,5,Single,Yes,1,5,4,1,3,1,No,30,100,6,Yes,Rarely,2019-03-02
1032,47,Female,Marketing,Analyst,91720,1961127,59155,1,Married,No,2,13,9,3,4,3,No,49,189,9,Yes,Rarely,2011-03-10
1033,52,Male,R&D,Engineer,141211,2191369,299840,1,Divorced,Yes,1,2,1,1,4,2,No,77,102,14,Yes,Rarely,2022-03-20
1034,47,Male,Finance,Analyst,71728,849391,257777,2,Married,No,2,1,0,3,3,1,No,7,197,3,Yes,Occasionally,2023-10-08
1035,45,Female,HR,Manager,102256,1896436,38546,4,Single,Yes,4,2,2,3,4,4,Yes,51,121,13,Yes,Occasionally,2022-11-17
1036,53,Female,Sales,Analyst,61948,2162015,100819,4,Married,No,3,19,18,3,3,4,Yes,13,124,11,No,Occasionally,2005-01-22
1037,23,Female,IT,Engineer,174229,1843912,132828,4,Divorced,Yes,3,19,19,2,4,4,No,72,193,6,No,Frequently,2005-02-05
1038,44,Female,HR,Engineer,160607,816031,47367,3,Single,Yes,3,17,17,3,3,1,No,41,196,13,No,Frequently,2007-10-26
1039,25,Male,Finance,Manager,109821,1956447,244697,3,Single,Yes,2,7,5,1,2,2,No,41,195,9,No,Rarely,2017-03-07
